"","X1","track_id","track_name","track_artist","track_popularity","track_album_id","track_album_name","track_album_release_date","playlist_name","playlist_id","playlist_genre","playlist_subgenre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"263",9869,"0XfQbq7DaMOmVXgQ71eA6E","kamikaze (+ pulse)","goth",0,"2TtQm9YYbNMNjbX9OkX3LI","EAT SHIT N DIE","2018-09-09","< DARK TRAP >","19WuHd4MxWLzE1fpMmw4S4","rap","gangster rap",0.718,0.668,8,-4.162,1,0.137,0.0254,0.0078,0.124,0.038,130.826,77584
"264",32682,"4KaBSkPRsCjPm5JRJcE8Pc","Future Technology","Pantac",21,"5BayNbUTgDJoI41t62h5mk","Future Technology","2019-11-08","Trending EDM by Nik Cooper","4N1ipiKR3xla8UXtE12XBm","edm","progressive electro house",0.587,0.957,1,-4.534,1,0.0412,0.00388,0.708,0.546,0.0352,127.997,181455
"265",3296,"6pGZOkEi79wdJ7x2dPBy4w","Goodnight Goodnight","Maroon 5",59,"2RUHJZ3raiIDsR3yX4JXf5","It Won't Be Soon Before Long (International Version)","2007-01-01","Mix ElectroPop//ElectroHouse// DeepHouse 2020","23swqzpOZwW1NhPiZ7iyFI","pop","electropop",0.587,0.677,2,-3.765,1,0.0256,0.033,0,0.18,0.239,94.988,243320
"266",11445,"1rPi81ZEuzjvINM8cvNNjl","The Continental Way","CASIOPEA",0,"5XCOTqG63V60nS82PmqMBe","Asian Dreamer","2010-08-10","City Pop 1985 シティーポップ","3j2osvmecEao5nmo9jZ5df","rock","album rock",0.682,0.786,8,-10.933,1,0.0373,0.372,0.571,0.0795,0.744,123.955,293733
"267",1559,"5fmBkJa4mTezkJq8B1TgSn","Colourblind","Tones and I",67,"2pJXQvY0YeDvVJ9gMU9G7j","The Kids Are Coming","2019-08-29","post-teen alternative, indie, pop (large variety)","1y42gwI5cuwjBslPyQNfqb","pop","post-teen pop",0.493,0.154,9,-9.996,0,0.0367,0.729,0,0.0747,0.115,98.38,206094
"268",32605,"2czCTyScAg2eKy7Z6b5lDb","Black Beauty","Hidden Empire",32,"5Ualw7uBEGjCnmrdrT8Mtd","Build Your Empire","2017-11-24","Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid","29jj7pQlDqnWclbHQk21Rq","edm","progressive electro house",0.802,0.831,6,-9.204,0,0.0766,0.00613,0.858,0.0989,0.0391,125.991,428360
"269",19481,"4phHbFt0h1NRXIgMNM8t0Q","En Su Nota","Don Omar",1,"2ah0xzOU2sqN46Lc665g0Z","King Of Kings","2006-01-01","REGGAETON VIEJO","31hG19URdBvLEpQWKFYfdD","latin","reggaeton",0.657,0.843,6,-5.927,0,0.272,0.00498,2.5e-05,0.156,0.883,192.043,219333
"270",11359,"0Fe8UbYzUVBlW60IlcYpHE","Pipes Of Peace - Remastered 2015","Paul McCartney",2,"31tA3pdbeijTQiJPLt69TJ","Pipes Of Peace (Deluxe Edition)","1983-10-28","The Black Album","0KNLLunbFh9XgitPMOGmQg","rock","album rock",0.369,0.408,9,-14.336,0,0.034,0.167,0,0.126,0.431,94.303,235840
"271",4534,"5Dg2h1wsm7ZijCo0yLmbvR","Hurricane","Halsey",63,"5OZJflQcQCdZLQjtUudCin","BADLANDS (Deluxe)","2015-08-28","A Loose Definition of Indie Poptimism","4ZO0wp9G8FA3X6oYNBzda6","pop","indie poptimism",0.586,0.83,0,-5.375,1,0.0416,0.00823,0.0028,0.348,0.486,120.017,223082
"272",5923,"3Kd6Wp3lG5HXMB2dlvuy7y","Death","Trippie Redd",77,"0tKX7BLXiiRgXUKYdJzjEz","A Love Letter To You 4","2019-11-22","Hip-Hop Central","37i9dQZF1DWY6tYEFs22tT","rap","hip hop",0.802,0.82,10,-5.969,0,0.146,0.0579,0,0.149,0.613,164.005,172196
"273",10710,"5jGUJXnELDaDTgiRjD9lsg","200 Mph","Bad Bunny",73,"7CjJb2mikwAWA1V6kewFBF","X 100PRE","2018-12-23","Trap Rewind","37i9dQZF1DX0JcH25923HT","rap","trap",0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509
"274",30057,"697MjF1454XKvZmTuqkWmD","I Miss You","Jeriqo",45,"2vJ6FDg6ZMS56U8Wbiw2Oz","I Miss You","2019-02-05","Pop Hits 2000-2019","6mtYuOxzl58vSGnEDtZ9uB","edm","pop edm",0.52,0.789,0,-7.717,1,0.0432,0.00491,1.34e-05,0.0816,0.415,174.026,216347
"275",30688,"4esOae7i4rqTbAu9o5Pxco","Girl On Fire","Alicia Keys",75,"3zZSz5VOYSu0jE4MkPCOvN","Girl on Fire (Remixes) - EP","2012-11-18","2015 songs","6UJw1egIcZVfrBmcKs5uHH","edm","pop edm",0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494,224920
"276",12997,"0FMhMAFPLg8EljnROSoVnj","La Grange - 1999 Remaster","ZZ Top",55,"6ti1HC6R2Op1enYiuCDf6k","Rancho Texicano: The Very Best of ZZ Top","2004-06-08","Southern Rock/Classic Rock","0QUlq0LMDVXSBtbyYLTyZh","rock","classic rock",0.552,0.651,4,-10.624,0,0.229,0.00494,0.0349,0.132,0.533,161.548,232533
"277",30895,"1JDfWFKXGxMjStMXfMRkto","Heaven - KSHMR Remix","Shaun Frank",0,"3v6eUmDJ06frL8zUD4NVOq","Heaven (The Remixes)","2016-02-19","Happy EDM","3d2JFEbvcx7p2CHkBaQeMZ","edm","pop edm",0.626,0.906,3,-4.126,1,0.0352,0.00596,0.369,0.783,0.337,127.993,240000
"278",19190,"7zK02QSoQlMO0RAVqN0CI7","Dale Don Dale","Don Omar",3,"1qAvdZ9qvDBNEwzAJkZ68V","Obsesión Latina","2014-02-14","Reggaeton De Ayer","37i9dQZF1DWWU6Rfto8Ppm","latin","reggaeton",0.825,0.852,6,-6.471,0,0.0789,0.0282,0.000264,0.13,0.813,95.028,214354
"279",7745,"4duVbLF51QbIQ7cUW3SvD3","Waverunners","dopeSMOOTHIES",0,"6u6Lg2sJtvgz2N4WXb6X0F","Waverunner","2017-03-30","🔥💵 Hip Hop, Rap, Heavy 808's - New School","3jPkaExIWXQWklcmmF5180","rap","southern hip hop",0.934,0.359,9,-10.569,0,0.37,0.488,8.29e-05,0.567,0.429,120.002,174940
"280",13057,"4WAOeFAymBTuAHQjR095Xy","Gimme Back My Bullets","Lynyrd Skynyrd",0,"6TBwXfQCeLoVIOW53dNLqz","The Complete Collection","2008-01-01","Southern Rock/Classic Rock","0QUlq0LMDVXSBtbyYLTyZh","rock","classic rock",0.42,0.78,1,-8.628,1,0.0465,0.314,8.17e-06,0.0785,0.961,168.897,208880
"281",16943,"2FKsGoYghIBDdxsXXBIfJg","winter in rio","Wun Two",54,"7brRaqvhSGMhAV5cCRb3LQ","Rio","2014-01-18","Sunny Beats","37i9dQZF1DXbtuVQL4zoey","latin","tropical",0.822,0.579,9,-8.955,1,0.0672,0.481,0.666,0.11,0.787,85.9,100465
"282",22116,"49QPLl3lfmX8iRMR9iTszN","Closer","JYWRRN",0,"0RfCYFu1MtQs4sDhT4gos6","Closer","2017-10-20","Urban contemporary","0qOJuaqHeg4u1i6gjPKnxE","r&b","urban contemporary",0.414,0.323,11,-10.929,1,0.0588,0.565,2.23e-05,0.0946,0.194,130.307,236308
"283",10909,"1mia2jUSO5ea1Pe7xmsLV0","Indian Summer","Jai Wolf",53,"3qoMadqfValFjOdwKh9TsL","Indian Summer","2016-02-26","Trap Nation 🔊","5aPwKjwNHr6dnCejLcPTVx","rap","trap",0.507,0.824,6,-2.501,1,0.0526,0.0246,0.0451,0.0848,0.0394,84.992,248480
"284",3934,"4dJBrqwQdAoy0vQERFwFRk","Paris - Lost Frequencies Radio Edit","Antoine Malye",1,"6Br2EoYmj6kgf9Ty9VD7nh","Armada Sunset, Vol. 2 (Unmixed)","2014-11-21","Chillout & Remixes 💜","4NlAd9NpIa92IjErMyAriM","pop","indie poptimism",0.735,0.59,6,-9.238,1,0.0541,0.315,0.252,0.0804,0.129,100.036,234826
"285",24715,"6ibyC3znjMsol5XiAvmJxI","Sweet Thing","Mary J. Blige",0,"28mcWt7DzEIOcLyI9k7DBf","What's The 411?","1992-01-01","Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.","3a9y4eeCJRmG9p4YKfqYIx","r&b","new jack swing",0.666,0.664,6,-7.803,0,0.121,0.358,6.95e-05,0.204,0.733,158.351,225333
"286",13343,"4P90OxmWTJI5uAt9e65lMV","Love Is Like Oxygen - Alternate Version","Sweet",38,"3VB90nLVTry4FPkYrSJzZw","Greatest Hits (Alternate Versions)","2012-06-12","Classic Rock Greatest Hits","6TeyryiZ2UEf3CbLXyztFA","rock","classic rock",0.482,0.628,9,-8.358,0,0.069,0.372,0.000249,0.307,0.313,126.53,379853
"287",20745,"59HjlYCeBsxdI0fcm3zglw","Wildest Dreams","Taylor Swift",65,"2QJmrSgbdM35R67eoGQo4j","1989","2014-10-27","Today's Hits 2000-Present","6a66cg3HcsjYkisYyQcov6","latin","latin hip hop",0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440
"288",7074,"3DahY4C9iRw0J1dt7Kh8Wr","Duffle Bag Boy","Playaz Circle",0,"00pJz5yeIZNinzXBNZQNjB","Duffle Bag Boy (Explicit Version)","2007","Dirty South Rap Classics by DJ HOTSAUCE","0tLHH1C4HkWEUCXXSSjbOe","rap","southern hip hop",0.618,0.836,9,-3.92,1,0.201,0.111,0,0.149,0.705,143.865,260613
"289",15583,"7ut6YM9zxmfExEEwXLFH2J","Pull the Pins","This Is Not Utopia",25,"4IRJuCNo5wk4h9p67PIKxo","III","2017-05-02","Hard Rock Workout!","5nQrMpkyWmxPX0gk74htMk","rock","hard rock",0.445,0.97,6,-4.867,1,0.0693,5.92e-06,0.846,0.268,0.239,90.017,204324
"290",3167,"26hRqgXP6NQrxObiueeOZJ","Runnin' Down a Dream","Isobel Campbell",32,"4lKicgH6gHwGQIroKVPVIW","Runnin' Down a Dream / Ant Life","2019-10-18","Electropop And Play","7p30DzTAgW6OhspSXHTI88","pop","electropop",0.487,0.453,5,-13.697,1,0.0284,0.119,0.859,0.0915,0.44,147.347,207280
"291",4291,"1OJMt4A0eFFg5xHwTu0D08","Orange","Sophie Holohan",39,"4nWJYumRsssAbMgzgYBFPW","Orange","2019-12-06","The Edge of Indie Poptimism","5vIdb67lQcdFwoVkE4UMep","pop","indie poptimism",0.791,0.554,2,-9.998,0,0.0399,0.322,1.5e-05,0.0784,0.649,113.98,198947
"292",12959,"3uWeSkSVIAWrZPnVSaYSJS","Manimals","Tarun",44,"1QlWQQKkr7LT2ylStGb4Kg","Manimals","2019-10-25","Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos","3Ho3iO0iJykgEQNbjB2sic","rock","classic rock",0.582,0.542,1,-13.014,0,0.0349,0.00112,0,0.546,0.426,109.993,219875
"293",3806,"5A6OHHy73AR5tLxgTc98zz","Black and Yellow","Wiz Khalifa",74,"6ZOXiVL8rmk2ATHJiFJhiD","Rolling Papers","2011-03-29","10er Playlist","1kEczIkZH8IgaWT2BiApxZ","pop","electropop",0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02,217667
"294",17510,"73MuQb9jIoryiOig4hDQhT","Amiga mía","Alejandro Sanz",64,"2InFQlv0Qyb9z4zGe9P8iK","Grandes exitos 1997-2004","2004-09-23","Latin Pop Classics","37i9dQZF1DX6ThddIjWuGT","latin","latin pop",0.629,0.703,2,-4.875,1,0.0504,0.519,0,0.11,0.402,144.016,290973
"295",30417,"15JINEqzVMv3SvJTAXAKED","Love The Way You Lie","Eminem",82,"47BiFcV59TQi2s9SkBo2pb","Recovery","2010-06-18","2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS","2DjIfVDXGYDgRxw7IJTKVb","edm","pop edm",0.749,0.925,10,-5.034,1,0.227,0.241,0,0.52,0.641,86.989,263373
"296",7163,"1Wwo1O8g9u59diHJg7fHBy","Murder","UGK",19,"4lWWlBbKuWBk7xgKEkevSg","The Essential UGK","2014-03-14","90's Southern Hip Hop","2NMW1nwQYSVlXd26uLenX6","rap","southern hip hop",0.877,0.659,2,-5.554,1,0.336,0.165,0,0.486,0.694,85.912,232013
"297",14218,"61US1T9Eq54jUoeMUcchQJ","Verona","Elemeno P",2,"5GWIzi99vRULKmPMX0LLCF","Love & Disrespect","2003-01-01","keg party jukebox","4PjiT7SWnUsTTTvKOuR76f","rock","permanent wave",0.541,0.909,9,-4.001,1,0.0426,0.00142,1.13e-06,0.165,0.891,175.863,166400
"298",8887,"1itdjHXFxPQUje5AsI5e9P","Hände hoch","Baba Saad",22,"474520Emg4GhbVg9rmqfib","Hände hoch","2017-11-06","Gangster Rap Deutsch","1qXg9ck25tBRxeXsj8mbDG","rap","gangster rap",0.609,0.613,1,-6.662,1,0.384,0.145,0,0.383,0.498,91.113,154768
"299",25797,"7layOOgCgrlfSdBbOWTxzp","Rudolph The Red-Nosed Reindeer","The Temptations",7,"109y0mnkGZAYVQNdT0SN3q","A Motown Christmas","1999-01-01","Christmas Soul","6FZYc2BvF7tColxO8PBShV","r&b","neo soul",0.402,0.557,0,-11.437,1,0.0298,0.0784,0,0.305,0.454,94.049,177533
"300",7822,"5FvlQZTm4eOGeUiAB1bKc9","No Vaseline","Ice Cube",66,"4k5sb7GI0J55nMSyIHJsXg","Death Certificate (25th Anniversary Edition)","2017-06-09","Minitruckin Playlist","0VVH2Nzj6kBVGK3WIUQMAw","rap","southern hip hop",0.777,0.957,11,-3.201,0,0.318,0.18,0,0.296,0.543,105.755,313053
"301",24856,"2PsHIonOTmX6bSrzIJSjyS","Nobody Knows","The Tony Rich Project",53,"5r6mhWWkCitNZmhiSIYbCT","Words","1996-01-16","The Sound of New Jack Swing","0zn8nuASKC0PISqD9mxCSV","r&b","new jack swing",0.64,0.433,5,-9.432,1,0.0374,0.509,4.9e-06,0.103,0.25,176.086,306933
"302",32328,"1bcmUeuwk0M56omq9jwVph","Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike)","Steve Aoki",0,"5xIdJJKGJlaBZ9xSkoTzKj","Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike)","2012-10-02","Gym (Melbourne Bounce/Progressive House)","5BqOZpVEqRDfZScvW1QUyA","edm","progressive electro house",0.596,0.927,9,-3.876,0,0.206,0.00398,0.403,0.373,0.313,128.017,313463
"303",30136,"2fzly0v7ndY7NydVFBE2E0","All Hands On Deck - Giraffage Remix","Tinashe",39,"6tYwzPFm9rmqQYTLQwfQTC","All Hands On Deck (Giraffage Remix)","2015-05-04","EDM - pop remixes","0cvVad4XizGbOS0vlwZYS5","edm","pop edm",0.813,0.592,3,-7.733,1,0.0417,0.00332,0.000301,0.125,0.606,113.997,191511
"304",27027,"4aAAphlKds7AxRJaCOh7Qn","Can't Anybody See","Maha Quest",42,"4FL3kWS09Dj1TutNEtjawd","Parallels EP","2018-06-01","Electro Posé - Discoveries","6nZaTh6K1SwhdELFTmA99C","edm","electro house",0.687,0.665,5,-8.493,1,0.0445,0.00797,0.936,0.126,0.103,109.995,196370
"305",3628,"0bVtevEgtDIeRjCJbK3Lmv","Welcome To The Jungle","Guns N' Roses",78,"3I9Z1nDCL4E0cP62flcbI5","Appetite For Destruction","1987-01-01","80's Songs | Top 💯 80s Music Hits","65HtIbyFkaQPflCa4oW8KO","pop","electropop",0.446,0.954,8,-8.069,1,0.0764,0.0232,0.395,0.297,0.332,123.45,272027
"306",26808,"1IiXinz5S6xFKsPj7OW6Em","What to Do","GLDN",53,"6lGMgl1nADZGaWtanFUQBL","What to Do","2019-09-06","Electro House 2020","317O0e8iWJLClLGDKtieRe","edm","electro house",0.705,0.632,5,-3.561,1,0.0375,0.197,4.64e-06,0.158,0.502,99.957,167144
"307",13966,"2R5uY1gbIKzGB1yAOH067s","Over You","Daughtry",57,"6ii8Ja21xLGkFH8CQ6bKjj","Daughtry (Deluxe Edition)","2006","Permanent Wave","2ExyzXAbukW7I8bDqdGvPB","rock","permanent wave",0.425,0.922,3,-2.6,1,0.0412,0.0174,0,0.104,0.564,156.045,204661
"308",15835,"0VnVmLWdJt46gLpnIXsh0g","Bloodstained","Abram Mahoney",33,"3rsAtEgVOYP6WhA8XUmxRl","Bloodstained","2019-02-09","HARD ROCK Vibes","28817h8FTrRI4V40DqHVaB","rock","hard rock",0.609,0.383,7,-11.062,1,0.0291,0.238,2.47e-06,0.148,0.146,103.007,200680
"309",2569,"1MtUq6Wp1eQ8PC6BbPCj8P","I Took A Pill In Ibiza - Seeb Remix","Mike Posner",73,"1Tz3Ai1guEFf4hV3d9i17K","At Night, Alone.","2016-05-06","Electropop Hits  2017-2020","7kyvBmlc1uSqsTL0EuNLrx","pop","electropop",0.663,0.713,7,-6.647,0,0.112,0.0353,7.68e-06,0.0843,0.69,101.965,197933
"310",24258,"2OeSwSbwlmn9u8SsutfxPO","Bump n' Grind","R. Kelly",3,"0mfaOc6KL6Kak3DYUyjNVl","The R. In R&B Collection: Volume 1","2003-09-11","New Jack Swing/ R&B Hits: 1987 - 2002","4sji14lrB5bgcr51lPALYH","r&b","new jack swing",0.677,0.525,4,-6.429,1,0.0344,0.126,0,0.296,0.664,130.218,255093
"311",25385,"5ebcOd52e1IrKx7y8vkfxp","Drama","Club 97",0,"65wCBC78Iszu0FHoTXz6aP","Drama","2017-10-24","Neo-Soul","1eqVgsNjaX6mxDPoefhocT","r&b","neo soul",0.748,0.511,4,-8.902,0,0.0603,0.21,0,0.105,0.249,139.981,219481
"312",31422,"6lheVNyIjiezy9IgLfWqq6","A Million Lights - feat. Zoë Badwi [Original]","Grant Smillie",9,"1keHPlXQTCd2dIVD8K7yRE","A Million Lights (feat. Zoë Badwi)","2012-09-07","Vocal House","5PCAWKfUWAUj8VeY8G7xRQ","edm","progressive electro house",0.585,0.564,9,-5.794,1,0.0838,0.00256,0.000374,0.39,0.197,128.051,347109
"313",3096,"79bj6j7yTkU13sFA1yNjzV","Mine All Day","pewdiepie",64,"1YWFrh2nyxSalMtE4M4orm","Mine All Day","2019-10-23","Electropop","2Z5cPJ6Z4EVZAfF08amjvL","pop","electropop",0.62,0.682,8,-7.688,1,0.353,0.099,0,0.132,0.706,145.386,250898
"314",30604,"6TezkLQU09IcSp6LLjvIpU","Crashing Down","Chris Porter",30,"6gIz78varf4KnO7UiYD0FX","Crashing Down","2017-06-09","EDM Trap","7CEEEMKV41x0RlFCXWdvKF","edm","pop edm",0.543,0.732,2,-6.001,1,0.305,0.0653,0,0.112,0.287,139.845,215107
"315",4593,"5brMyscUnQg14hMriS91ks","Kanye","The Chainsmokers",60,"1kDxLifAXYG0I81ynPPRcn","Kanye","2014-08-05","A Loose Definition of Indie Poptimism","4ZO0wp9G8FA3X6oYNBzda6","pop","indie poptimism",0.599,0.619,10,-6.575,1,0.0523,0.002,1.49e-06,0.117,0.121,128.041,229947
"316",19262,"6zBPAwZlbvAmIWSJDEvV2V","Celosa","Alejandro Gonzalez",54,"5kTrXlgBrSQl6zV6hjkK8k","Celosa","2019-03-22","Verano Forever","37i9dQZF1DXdnGF35OawbN","latin","reggaeton",0.685,0.939,1,-3.981,1,0.0408,0.0367,0,0.288,0.778,92.023,180429
"317",7759,"6I6NX6tjGsxFAsIfGzY9lJ","Deja Vu","J. Cole",70,"3CCnGldVQ90c26aFATC1PW","4 Your Eyez Only","2016-12-09","🔥💵 Hip Hop, Rap, Heavy 808's - New School","3jPkaExIWXQWklcmmF5180","rap","southern hip hop",0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,264747
"318",19477,"09iJxFlCK7k2IJYwflXZ2m","Ella Me Cautivo","J Balvin",0,"6p6htlPvF7baDTsk18LXFL","Real","2010-05-07","REGGAETON VIEJO","31hG19URdBvLEpQWKFYfdD","latin","reggaeton",0.824,0.768,8,-6.919,1,0.0409,0.346,2.07e-06,0.145,0.896,106.971,254293
"319",25204,"6wIBZCIbbZh6ACDkWC5TX7","Ah Yeah","Robert Glasper Experiment",47,"1yqUCdbw73DpnHBVDwNa3X","Black Radio","2012-01-01","Neo Soul Music","78RRvktrPMSqAoCI21mNOe","r&b","neo soul",0.632,0.41,5,-12.129,0,0.0677,0.696,0.00307,0.104,0.33,71.972,308933
"320",4715,"6LcauUZjF1eXQrgqMUecHX","Ayy Macarena","Tyga",91,"3Cse4lihKX7ww99QnZGQAh","Ayy Macarena","2019-11-13","indie poptimism🕺🏻","6MQeEHHDs6HQkN5Dlj3oKo","pop","indie poptimism",0.816,0.63,2,-5.568,1,0.226,0.133,0,0.0692,0.715,96.493,131607
"321",9471,"46FMLH8rqFGY4UOGuSSxbY","Жизнь пацанская","StaFFord63",32,"1PBTZcxtFSeUBR5ykIEBuh","Дым - мой круговорот (Special Edition)","2018-03-07","RUSSIAN Gangster Rap","0Jw0HckkxCfIrOvpN081eV","rap","gangster rap",0.761,0.371,1,-14.723,1,0.546,0.406,0,0.364,0.729,81.997,152751
"322",19079,"4qgdySrAI50O6G6QxUA3qY","Tengo Niveles","J Montez",50,"5VWEO3jiIriAePrUazJ7az","Tengo Niveles","2020-01-01","El Ritmo","37i9dQZF1DWVOLXBOylBUZ","latin","reggaeton",0.786,0.892,6,-3.442,0,0.215,0.002,0,0.0513,0.401,179.904,152009
"323",5612,"4KIhtAJo1zQmT7CiztTsKI","Méditerranée","Figub Brazlevic",54,"6F0t0qarcGvaCLeqPIHhk3","Treflip FS Blunt / Méditerranée","2019-11-22","Jazz Vibes","37i9dQZF1DX0SM0LYsmbMT","rap","hip hop",0.659,0.486,11,-7.645,0,0.0486,0.134,0.9,0.154,0.234,172.095,136744
"324",14330,"4d6eqRtpDX7tydHJGDZUBQ","She Drives Me Crazy","Fine Young Cannibals",71,"6CoeDRu0SmpFtLZMcRTO2F","The Raw & The Cooked","1988-01-01","Permanent Wave CHDB","2foj4ZYVHRGqSd1aMqNPBj","rock","permanent wave",0.799,0.687,2,-5.682,1,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773
"325",31829,"2ASx7GNCypmXa7IiKILPwh","Burn","KSHMR",25,"46QO6Ux6TAzOHJU8OfLNC9","Burn","2014-10-06","2011-2014 House","53Ga3Xt9fumdJfhNNSBvzU","edm","progressive electro house",0.757,0.885,7,-5.109,0,0.146,0.000921,0.919,0.0484,0.258,128.009,225000
"326",3690,"5q21u5TzhSaJPslac3xce8","Sometimes","Miami Horror",51,"3y1akfRVCV7LQGYfqJ9WV9","Illumination","2010","GTA V - Radio Mirror Park","31R7Gd07KsDafqJEeL4Hqr","pop","electropop",0.581,0.861,7,-4.992,0,0.0334,0.0173,7.85e-05,0.175,0.45,124.992,253729
"327",28030,"0BDH10wUP5k1Pwzw8GjbvB","Dynamite - Original Mix","Quintino",0,"7fEoi7VKzmWkSGokUbaE7k","Dynamite (featuring Taylr Renee)","2013-09-23","Fitness Workout Electro | House | Dance | Progressive House","6KnQDwp0syvhfHOR4lWP7x","edm","electro house",0.778,0.919,11,-2.866,0,0.0658,0.00349,0.547,0.162,0.237,127.983,245625
"328",31304,"1zSvtJuLilEf5923MMNQoH","Nothing Like You","SØNIN",34,"1sfosnnftMsaiskLDVFLB6","Anjunadeep 10 Sampler: Part 1","2019-03-01","Deep Electronic Music 2020 & Progressive House","5CMvAWTlDPdZnkleiTHyyo","edm","progressive electro house",0.603,0.785,0,-6.41,0,0.0315,0.000101,0.0339,0.371,0.178,122.015,290656
"329",22532,"4m4cwzmJJdD3gg3d8OT68r","When You Say That","Brasstracks",23,"6GfBARtHu9QmUraxH3V03X","For Those Who Know Pt. I","2017-10-20","Urban Contemporary","4425cRh83Uzor4qCRfM9lb","r&b","urban contemporary",0.695,0.802,4,-4.451,1,0.168,0.0712,0.726,0.879,0.581,98.061,188670
"330",20851,"5NmHsYhyHxXivNfuI7s1su","Anoniem","Chivv",54,"0N3HEqZxkC1UyLBFkLdc6D","Anoniem","2019-08-08","🔥🦁 GOOD VIBES ONLY 🦁🔥 // BROEDERLIEFDE || FRENNA || BROEDERS || HENKIE T  || BIZZEY || POKE \\","1d0fonZHpN4LYHTKbmNRbm","latin","latin hip hop",0.669,0.823,9,-3.708,0,0.169,0.336,1.38e-06,0.27,0.766,132.196,209293
"331",26818,"575NJxNUVDqwJGdzBrlLbv","Lost In Japan - Remix","Shawn Mendes",75,"3ynoYncFXzo2OfPT8j93Pw","Lost In Japan (Remix)","2018-09-27","Electro House 2020","317O0e8iWJLClLGDKtieRe","edm","electro house",0.706,0.855,10,-5.377,1,0.215,0.0911,0,0.347,0.293,107.184,201253
"332",27460,"3OCotzyyYbf3vNBQ0tZqMR","Swing It Like Roger","Klischée",40,"3LsbDHcIw87U53Ir0pvrNK","Bend the Rules","2016-10-07","Electro Swing","3Dr4NKbsFQ2m7tmPxGRroO","edm","electro house",0.767,0.7,5,-8.253,1,0.184,0.268,0.736,0.105,0.548,127.973,196587
"333",5001,"5H2cgEPEJxA72Bqb4cLvrj","With You (Jai Wolf Remix)","Dirty South",48,"7B6EZBcEHqSwsUTqv8UaFN","With You (The Remixes)","2015-04-28","Indie Poptimism!","4hKPJNFIhdAg4pAksn78FJ","pop","indie poptimism",0.587,0.881,2,-1.316,1,0.0397,0.0114,0.00146,0.326,0.221,94.984,328421
"334",2678,"7KxhSJOYiqCDclXDBNlFSZ","Kill Em With Kindness","Selena Gomez",69,"3Kbuu2tHsIbplFUkB7a5oE","Revival (Deluxe)","2015-10-09","ELECTROPOP","2UsEj2GUukV0GLbsE3rldz","pop","electropop",0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,217907
"335",1352,"0Z26mbSHJ1dkUu7g9DDgif","Trigger","Major Lazer",80,"3Fcqa5sb0vVYEEDHzkiOA1","Trigger","2019-10-24","Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop","46Cl6dmeiylK6TRGXr7hHe","pop","post-teen pop",0.57,0.585,8,-7.041,1,0.251,0.128,9.7e-05,0.111,0.378,97.285,171987
"336",10004,"2Ddvo2ioNuRn9NwMhiIyTf","Follia Del Mattino","Vegas Jones",64,"42tTqiNZ6vqy1qaTdXyp0J","La Bella Musica","2019-11-08","Zona Trap","37i9dQZF1DWXU2naFUn37x","rap","trap",0.55,0.686,1,-7.668,0,0.0964,0.311,0,0.176,0.311,159.929,169500
"337",16828,"5ngSlq8HPaVvz9NNam2zih","Think About You","N-Chased",37,"4bqgvsbaPFXBnrnew0IFKw","Think About You","2019-09-27","Tropical House 🌴","06zrBJ5cts5aemZmqe80J7","latin","tropical",0.758,0.836,11,-4.166,1,0.054,0.0484,2.25e-06,0.145,0.444,119.929,156000
"338",13670,"7aQjPecQdIuNd1sz3KCDhD","Lovefool","The Cardigans",69,"56vFkneGivqQcoNQq362iZ","First Band On The Moon (Remastered)","1996-01-01","The Sound of Permanent Wave","4EYSGTuqe9cVfSVpX4gtGv","rock","permanent wave",0.704,0.636,9,-6.029,1,0.0252,0.0344,0,0.35,0.89,111.845,193953
"339",31335,"5tjOwSihWiylLoe7HC0z6f","We Were Young","Gareth Emery",41,"5HicuC798USMxrV1PP4pxX","100 Reasons To Live","2016-04-01","Female Vocal EDM","5QaPRbVgbEcCc9jC1UxgD1","edm","progressive electro house",0.545,0.877,8,-3.988,1,0.0517,0.012,5.84e-06,0.243,0.497,128.066,243584
